Species,Date,Count,Observer,Location,Comments
STRAW-HEADED BULBUL Pycnonotus zeylanicus,2005-02-20,2,(JC/HHC/SBS),Poyan,"5 seen on Pulau Ubin, 2/1! (DA/NK/LKS/JR), 3 bathing in a drain at BBNP, 14/1 (DA/LKS) and 4 at  Malcolm Park, 30/1 (NK/LKS/FR/IR/JR).  1 pair seen adding nesting material to a well hidden nest in the upper branches of an Acacia at the quarry  pond, at BBNP, 14/1 (DA/LKS). The nest was 5 metres above the water surface.   1 heard at Rifle Range Road, 16/2 (LKS), 2 seen at Hindhede Nature Park, 16/2 (LKS), 1 heard at Dairy Farm Road, 17/2 (LKS), 2 heard at Poyan, 20/2 (JC/HHC/SBS) and 2 seen at Holland Woods (near a river) on 27/2 (HHC/JL). A flock of 5 was seen feeding on a fruiting Macaranga heynei at Pulau Ubin on 20/2 (DAH/LKS). A flock of 4 was also seen at BBNP on 28/2 (AF/LKS)."
STRAW-HEADED BULBUL Pycnonotus zeylanicus,2005-02-27,2,(HHC/JL),Holland Woods,"5 seen on Pulau Ubin, 2/1! (DA/NK/LKS/JR), 3 bathing in a drain at BBNP, 14/1 (DA/LKS) and 4 at  Malcolm Park, 30/1 (NK/LKS/FR/IR/JR).  1 pair seen adding nesting material to a well hidden nest in the upper branches of an Acacia at the quarry  pond, at BBNP, 14/1 (DA/LKS). The nest was 5 metres above the water surface.   1 heard at Rifle Range Road, 16/2 (LKS), 2 seen at Hindhede Nature Park, 16/2 (LKS), 1 heard at Dairy Farm Road, 17/2 (LKS), 2 heard at Poyan, 20/2 (JC/HHC/SBS) and 2 seen at Holland Woods (near a river) on 27/2 (HHC/JL). A flock of 5 was seen feeding on a fruiting Macaranga heynei at Pulau Ubin on 20/2 (DAH/LKS). A flock of 4 was also seen at BBNP on 28/2 (AF/LKS)."
STRAW-HEADED BULBUL Pycnonotus zeylanicus,2005-02-20,5,(DAH/LKS),Pulau Ubin,"5 seen on Pulau Ubin, 2/1! (DA/NK/LKS/JR), 3 bathing in a drain at BBNP, 14/1 (DA/LKS) and 4 at  Malcolm Park, 30/1 (NK/LKS/FR/IR/JR).  1 pair seen adding nesting material to a well hidden nest in the upper branches of an Acacia at the quarry  pond, at BBNP, 14/1 (DA/LKS). The nest was 5 metres above the water surface.   1 heard at Rifle Range Road, 16/2 (LKS), 2 seen at Hindhede Nature Park, 16/2 (LKS), 1 heard at Dairy Farm Road, 17/2 (LKS), 2 heard at Poyan, 20/2 (JC/HHC/SBS) and 2 seen at Holland Woods (near a river) on 27/2 (HHC/JL). A flock of 5 was seen feeding on a fruiting Macaranga heynei at Pulau Ubin on 20/2 (DAH/LKS). A flock of 4 was also seen at BBNP on 28/2 (AF/LKS)."
STRAW-HEADED BULBUL Pycnonotus zeylanicus,2005-02-28,4,(AF/LKS),BBNP,"5 seen on Pulau Ubin, 2/1! (DA/NK/LKS/JR), 3 bathing in a drain at BBNP, 14/1 (DA/LKS) and 4 at  Malcolm Park, 30/1 (NK/LKS/FR/IR/JR).  1 pair seen adding nesting material to a well hidden nest in the upper branches of an Acacia at the quarry  pond, at BBNP, 14/1 (DA/LKS). The nest was 5 metres above the water surface.   1 heard at Rifle Range Road, 16/2 (LKS), 2 seen at Hindhede Nature Park, 16/2 (LKS), 1 heard at Dairy Farm Road, 17/2 (LKS), 2 heard at Poyan, 20/2 (JC/HHC/SBS) and 2 seen at Holland Woods (near a river) on 27/2 (HHC/JL). A flock of 5 was seen feeding on a fruiting Macaranga heynei at Pulau Ubin on 20/2 (DAH/LKS). A flock of 4 was also seen at BBNP on 28/2 (AF/LKS)."
RED-WHISKERED BULBUL Pycnonotus jocosus,2005-01-07,1,(DA/LKS),SBWR,"1 at SBWR, 7/1 (DA/LKS), 1 at Marina City Park, 13/1 (LKS), 2 at Lorong Halus, 16/1 (DA/NK/LKS) and  2 at Punggol, 30/1 (LKS/LBW).  3 at Punggol, 18/2 (LKS)."
RED-WHISKERED BULBUL Pycnonotus jocosus,2005-01-13,1,(LKS),Marina City Park,"1 at SBWR, 7/1 (DA/LKS), 1 at Marina City Park, 13/1 (LKS), 2 at Lorong Halus, 16/1 (DA/NK/LKS) and  2 at Punggol, 30/1 (LKS/LBW).  3 at Punggol, 18/2 (LKS)."
RED-WHISKERED BULBUL Pycnonotus jocosus,2005-01-16,2,(DA/NK/LKS),Lorong Halus,"1 at SBWR, 7/1 (DA/LKS), 1 at Marina City Park, 13/1 (LKS), 2 at Lorong Halus, 16/1 (DA/NK/LKS) and  2 at Punggol, 30/1 (LKS/LBW).  3 at Punggol, 18/2 (LKS)."
RED-WHISKERED BULBUL Pycnonotus jocosus,2005-01-30,2,(LKS/LBW),Punggol,"1 at SBWR, 7/1 (DA/LKS), 1 at Marina City Park, 13/1 (LKS), 2 at Lorong Halus, 16/1 (DA/NK/LKS) and  2 at Punggol, 30/1 (LKS/LBW).  3 at Punggol, 18/2 (LKS)."
RED-WHISKERED BULBUL Pycnonotus jocosus,2005-02-18,3,(LKS),Punggol,"1 at SBWR, 7/1 (DA/LKS), 1 at Marina City Park, 13/1 (LKS), 2 at Lorong Halus, 16/1 (DA/NK/LKS) and  2 at Punggol, 30/1 (LKS/LBW).  3 at Punggol, 18/2 (LKS)."
SOOTY-HEADED BULBUL Pycnontus aurigaster,2005-01-16,2,(DA/NK/LKS),Lorong Halus,"2 seen in open scrub at Lorong Halus, 16/1 (DA/NK/LKS)."
CREAM-VENTED BULBUL Pycnonotus simplex,2005-01-14,2,(DA/LKS),Sime Road,"2 at Sime Road, 14/1 (DA/LKS).  3 seen at Nee Soon, 8/2 (JC/LKS) and 1 at Sime Road, 16/2 (LKS).  -19-   Singapore Avifauna Volume 19 No. 1"
CREAM-VENTED BULBUL Pycnonotus simplex,2005-02-08,3,(JC/LKS),Nee Soon,"2 at Sime Road, 14/1 (DA/LKS).  3 seen at Nee Soon, 8/2 (JC/LKS) and 1 at Sime Road, 16/2 (LKS).  -19-   Singapore Avifauna Volume 19 No. 1"
CREAM-VENTED BULBUL Pycnonotus simplex,2005-02-16,1,(LKS),Sime Road,"2 at Sime Road, 14/1 (DA/LKS).  3 seen at Nee Soon, 8/2 (JC/LKS) and 1 at Sime Road, 16/2 (LKS).  -19-   Singapore Avifauna Volume 19 No. 1"
RED-EYED BULBUL Pycnonotus brunneus,2005-01-14,2,(DA/LKS),Rifle Range Link,"2 seen at Rifle Range Link, CCNR, 14/1 (DA/LKS).  2 at Rifle Range Link, CCNR, 16/2 (LKS)."
RED-EYED BULBUL Pycnonotus brunneus,2005-02-16,2,(LKS),Rifle Range Link,"2 seen at Rifle Range Link, CCNR, 14/1 (DA/LKS).  2 at Rifle Range Link, CCNR, 16/2 (LKS)."
ORIENTAL WHITE-EYE Zosterops palpebrosus,2005-01-27,1,(LKS),Woodlands Street,"1 seen at Woodlands Street 81 on 27/1 (LKS) was most probably an escapee.  1 at Hindhede Nature Park, 16/2 (LKS)."
ORIENTAL WHITE-EYE Zosterops palpebrosus,2005-02-16,1,(LKS),Hindhede Nature Park,"1 seen at Woodlands Street 81 on 27/1 (LKS) was most probably an escapee.  1 at Hindhede Nature Park, 16/2 (LKS)."
PALLAS’S WARBLER Locustella certhiola,2005-01-19,1,(LKS),SBWR,"} heard at SBWR carpark, 19/1 (LKS)."
ORIENTAL REED-WARBLER Acrocephalus orientalis,2005-01-09,2,(DA/NK/LKS/JR),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR)."
ARCTIC WARBLER Phylioscopus borealis,2005-01-07,2,(DA/LKS),SBWR,"2 at SBWR, 7/1 (DA/LKS).   Singapore Avifauna Volume 19 No. 1"
EASTERN CROWNED-WARBLER Phyiloscopus coronatus,2005-01-14,2,(DA/LKS),Sime Road,"2 secn at Sime Road, 14/1 (DA/LKS)."
WHITE-CRESTED LAUGHINGTHRUSH Garrulax leucolophus,2005-01-14,4,(DA/LKS),Lorong Sesuai,"4 seen at Lorong Sesuai, 14/1 (DA/LKS).  10 counted at Holland Woods, 27/2 (HHC/JL) and 13 at BBNP, 28/2 (AF/LKS)"
WHITE-CRESTED LAUGHINGTHRUSH Garrulax leucolophus,2005-02-27,10,(HHC/JL),Holland Woods,"4 seen at Lorong Sesuai, 14/1 (DA/LKS).  10 counted at Holland Woods, 27/2 (HHC/JL) and 13 at BBNP, 28/2 (AF/LKS)"
WHITE-CRESTED LAUGHINGTHRUSH Garrulax leucolophus,2005-02-28,13,(AF/LKS),BBNP,"4 seen at Lorong Sesuai, 14/1 (DA/LKS).  10 counted at Holland Woods, 27/2 (HHC/JL) and 13 at BBNP, 28/2 (AF/LKS)"
LITTLE SPIDERHUNTER Arachnothera longirostris,2005-01-06,1,(LKS),Dairy Farm Road,"1 seen at Dairy Farm Road, 6/1 (LKS), | at Rifle Range Road, 14/1 (DA/LKS) and 1 at Nee Soon, 30/1  (LKS).  1 at Hindhede Nature Park, 16/2 (LKS)."
LITTLE SPIDERHUNTER Arachnothera longirostris,2005-01-14,1,(DA/LKS),Rifle Range Road,"1 seen at Dairy Farm Road, 6/1 (LKS), | at Rifle Range Road, 14/1 (DA/LKS) and 1 at Nee Soon, 30/1  (LKS).  1 at Hindhede Nature Park, 16/2 (LKS)."
LITTLE SPIDERHUNTER Arachnothera longirostris,2005-01-30,1,(LKS),Nee Soon,"1 seen at Dairy Farm Road, 6/1 (LKS), | at Rifle Range Road, 14/1 (DA/LKS) and 1 at Nee Soon, 30/1  (LKS).  1 at Hindhede Nature Park, 16/2 (LKS)."
LITTLE SPIDERHUNTER Arachnothera longirostris,2005-02-16,1,(LKS),Hindhede Nature Park,"1 seen at Dairy Farm Road, 6/1 (LKS), | at Rifle Range Road, 14/1 (DA/LKS) and 1 at Nee Soon, 30/1  (LKS).  1 at Hindhede Nature Park, 16/2 (LKS)."
FOREST WAGTAIL Dendronanthus indicus,2005-01-16,1,(LKS),Punggol,"1 flying high over at Punggol, 16/1 (LKS).  1 seen bathing at a forest stream at Sime Road, 16/2 (LKS)."
FOREST WAGTAIL Dendronanthus indicus,2005-02-16,1,(LKS),Sime Road,"1 flying high over at Punggol, 16/1 (LKS).  1 seen bathing at a forest stream at Sime Road, 16/2 (LKS)."
WHITE WAGTAIL Motacilla alba,2005-01-01,1,(AC/AVC),Punggol,"At Punggol, | of race Jeucopsis was seen on 1/1 (AC/AVC) and 30/1 (LKS/LBW).  1 female of race Jeucopsis seen in a canal at Punggol, 12/2 (AC), 13/2 (JC/HHC/AJ/WCC), 18/2 (LKS),  19/2 (AC) and 20/2 (DAH/LKS)."
WHITE WAGTAIL Motacilla alba,2005-01-30,1,(LKS/LBW),Punggol,"At Punggol, | of race Jeucopsis was seen on 1/1 (AC/AVC) and 30/1 (LKS/LBW).  1 female of race Jeucopsis seen in a canal at Punggol, 12/2 (AC), 13/2 (JC/HHC/AJ/WCC), 18/2 (LKS),  19/2 (AC) and 20/2 (DAH/LKS)."
WHITE WAGTAIL Motacilla alba,2005-02-12,1,(AC),Punggol,"At Punggol, | of race Jeucopsis was seen on 1/1 (AC/AVC) and 30/1 (LKS/LBW).  1 female of race Jeucopsis seen in a canal at Punggol, 12/2 (AC), 13/2 (JC/HHC/AJ/WCC), 18/2 (LKS),  19/2 (AC) and 20/2 (DAH/LKS)."
WHITE WAGTAIL Motacilla alba,2005-02-13,1,(JC/HHC/AJ/WCC),Punggol,"At Punggol, | of race Jeucopsis was seen on 1/1 (AC/AVC) and 30/1 (LKS/LBW).  1 female of race Jeucopsis seen in a canal at Punggol, 12/2 (AC), 13/2 (JC/HHC/AJ/WCC), 18/2 (LKS),  19/2 (AC) and 20/2 (DAH/LKS)."
WHITE WAGTAIL Motacilla alba,2005-02-18,1,(LKS),Punggol,"At Punggol, | of race Jeucopsis was seen on 1/1 (AC/AVC) and 30/1 (LKS/LBW).  1 female of race Jeucopsis seen in a canal at Punggol, 12/2 (AC), 13/2 (JC/HHC/AJ/WCC), 18/2 (LKS),  19/2 (AC) and 20/2 (DAH/LKS)."
WHITE WAGTAIL Motacilla alba,2005-02-19,1,(AC),Punggol,"At Punggol, | of race Jeucopsis was seen on 1/1 (AC/AVC) and 30/1 (LKS/LBW).  1 female of race Jeucopsis seen in a canal at Punggol, 12/2 (AC), 13/2 (JC/HHC/AJ/WCC), 18/2 (LKS),  19/2 (AC) and 20/2 (DAH/LKS)."
WHITE WAGTAIL Motacilla alba,2005-02-20,1,(DAH/LKS),Punggol,"At Punggol, | of race Jeucopsis was seen on 1/1 (AC/AVC) and 30/1 (LKS/LBW).  1 female of race Jeucopsis seen in a canal at Punggol, 12/2 (AC), 13/2 (JC/HHC/AJ/WCC), 18/2 (LKS),  19/2 (AC) and 20/2 (DAH/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-01-09,1,(DA/NK/LKS/JR),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-01-16,1,(DA/NK/LKS),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-01-30,4,(LKS/LBW),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-13,1,(LKS),Changi North,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-12,1,(AC),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-13,4,(LKS),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-18,5,(LKS),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-19,2,(AC),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-20,5,(DAH/LKS),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-21,5,(DAH/LKS),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-25,5,(LKS),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
YELLOW WAGTAIL Motacilla flava,2005-02-28,7,(AF/LKS),Punggol,"At Punggol, 1 was seen on 9/1 (DA/NK/LKS/JR), 1 on 16/1 (DA/NK/LKS) and 4 on 30/1 (LKS/LBW).  1 at Changi North, 13/2 (LKS). At Punggol, 1 was seen on 12/2 (AC), 4 on 13/2 (LKS), 5 on 18/2 (LKS), 2  on 19/2 (AC), 5 on 20/2 (DAH/LKS), 5 on 21/2 (DAH/LKS), 5 on 25/2 (LKS) and 7, including a summer macronyx and a summer simillima, on 28/2 (AF/LKS)."
GREY WAGTAIL Motacilla cinerea,2005-01-02,1,(AC/AVC/GYY/KK/LKK/AOY/TJL/TSK),Punggol,"1 seen at Punggol, 2/1 (AC/AVC/GYY/KK/LKK/AOY/TJL/TSK) and 2 at Dairy Farm Road, 18/1 (LKS).  1 female seen at Sime Road, 16/2 (LKS), 2 at Punggol on 25/2 (HHC/JL) and | at a river at Holland  Woods, 27/2 (HHC/JL)."
GREY WAGTAIL Motacilla cinerea,2005-01-18,2,(LKS),Dairy Farm Road,"1 seen at Punggol, 2/1 (AC/AVC/GYY/KK/LKK/AOY/TJL/TSK) and 2 at Dairy Farm Road, 18/1 (LKS).  1 female seen at Sime Road, 16/2 (LKS), 2 at Punggol on 25/2 (HHC/JL) and | at a river at Holland  Woods, 27/2 (HHC/JL)."
GREY WAGTAIL Motacilla cinerea,2005-02-16,1,(LKS),Sime Road,"1 seen at Punggol, 2/1 (AC/AVC/GYY/KK/LKK/AOY/TJL/TSK) and 2 at Dairy Farm Road, 18/1 (LKS).  1 female seen at Sime Road, 16/2 (LKS), 2 at Punggol on 25/2 (HHC/JL) and | at a river at Holland  Woods, 27/2 (HHC/JL)."
GREY WAGTAIL Motacilla cinerea,2005-02-25,2,(HHC/JL),Punggol,"1 seen at Punggol, 2/1 (AC/AVC/GYY/KK/LKK/AOY/TJL/TSK) and 2 at Dairy Farm Road, 18/1 (LKS).  1 female seen at Sime Road, 16/2 (LKS), 2 at Punggol on 25/2 (HHC/JL) and | at a river at Holland  Woods, 27/2 (HHC/JL)."
GREY WAGTAIL Motacilla cinerea,2005-02-27,1,(HHC/JL),Holland Woods,"1 seen at Punggol, 2/1 (AC/AVC/GYY/KK/LKK/AOY/TJL/TSK) and 2 at Dairy Farm Road, 18/1 (LKS).  1 female seen at Sime Road, 16/2 (LKS), 2 at Punggol on 25/2 (HHC/JL) and | at a river at Holland  Woods, 27/2 (HHC/JL)."
BAYA WEAVER Pioceus philippinus,2005-01-02,20,(AC/AVC/GYY/KK/LKK/AOY/TJL/TSK),Punggol,At least 20 counted including 4 in breeding plumage at Punggol on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TJL/TSK).
BLACK-HEADED MUNIA Lonchura malacca,2005-01-09,2,(DA/NK/LKS/JR),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
BLACK-HEADED MUNIA Lonchura malacca,2005-02-20,16,(DAH/LKS),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
BLACK-HEADED MUNIA Lonchura malacca,2005-02-25,2,(LKS),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
BLACK-HEADED MUNIA Lonchura malacca,2005-02-28,1,(AF/LKS),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
WHITE-BREASTED WATERHEN Amaurornis phoenicurus,2005-01-13,1,(DA/LKS),SBWR,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
WHITE-BREASTED WATERHEN Amaurornis phoenicurus,2005-02-04,1,(LKS),Marina City Park,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
WHITE-BREASTED WATERHEN Amaurornis phoenicurus,2005-02-26,1,(LKS),Botanic Gardens,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
WHITE-BREASTED WATERHEN Amaurornis phoenicurus,2005-02-14,1,(LKS),Botanic Gardens,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
HOUSE CROW Corvus splendens,2005-01-23,2,(LKS),Tampines Street,"1 pair seen completing a nest 15 metres up a Yellow Flame at Tampines Street 83, 23/1 (LKS)."
BLACK-NAPED ORIOLE Oriolus chinensis,2005-01-13,1,(LKS),Marina City Park,"1 juvenile seen at Marina City Park, 13/1 (LKS)."
SCARLET-BACKED FLOWERPECKER Dicaeum cruentatum,2005-01-14,1,(DA/LKS),BBNP,"1 juvenile at BBNP, 14/1 (DA/LKS)."
RED JUNGLEFOWL Gallus gallus,2005-01-07,1,(DA/LKS),SBWR,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
RED JUNGLEFOWL Gallus gallus,2005-01-28,1,(LKS),Kranji Nature,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
RED JUNGLEFOWL Gallus gallus,2005-02-20,2,(DAH/LKS),Pulau Ubin,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
RED JUNGLEFOWL Gallus gallus,2005-02-26,16,(AF/LKS),Pulau Ubin,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
RAINBOW LORY Trichoglossus haematodus,2005-02-04,4,(LKS),Dairy Farm Quarry,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
RAINBOW LORY Trichoglossus haematodus,2005-02-26,12,(LKS),Botanic Gardens,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
RAINBOW LORY Trichoglossus haematodus,2005-02-28,3,(LKS),Botanic Gardens,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
