English name,Scientific name,Date,Count,Observer,Location,Comments
Chestnut Munia,Lonchura atricapilla,9/1/2005,2,(DA/NK/LKS/JR),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
Chestnut Munia,Lonchura atricapilla,20/2/2005,16,(DAH/LKS),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
Chestnut Munia,Lonchura atricapilla,25/2/2005,2,(LKS),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
Chestnut Munia,Lonchura atricapilla,28/2/2005,1,(AF/LKS),Punggol,"2 at Punggol, 9/1 (DA/NK/LKS/JR).   At Punggol, a flock of 16 at Punggol was seen on 20/2 (DAH/LKS), 2 on 25/2 (LKS) and 1 on 28/2 (AF/LKS).  -20-   Singapore Avifauna Volume I 9 No. J"
White-breasted Waterhen,Amaurornis phoenicurus,13/1/2005,1,(DA/LKS),SBWR,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
White-breasted Waterhen,Amaurornis phoenicurus,4/2/2005,1,(LKS),Marina City Park,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
White-breasted Waterhen,Amaurornis phoenicurus,26/2/2005,1,(LKS),Botanic Gardens,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
White-breasted Waterhen,Amaurornis phoenicurus,14/2/2005,1,(LKS),Botanic Gardens,"1 adult seen with a full-grown chick at SBWR, 7/] (DA/LKS) and 1 independent immature at Marina City  Park, 13/1 (LKS).  1 chick seen with an adult at Botanic Gardens, 4/2 (LKS) and 26/2 (LKS). Another chick was also seen at  Punggol, 14/2 (LKS)."
House Crow,Corvus splendens,23/1/2005,2,(LKS),Tampines Street,"1 pair seen completing a nest 15 metres up a Yellow Flame at Tampines Street 83, 23/1 (LKS)."
Black-naped Oriole,Oriolus chinensis,13/1/2005,1,(LKS),Marina City Park,"1 juvenile seen at Marina City Park, 13/1 (LKS)."
Scarlet-backed Flowerpecker,Dicaeum cruentatum,14/1/2005,1,(DA/LKS),BBNP,"1 juvenile at BBNP, 14/1 (DA/LKS)."
Red Junglefowl,Gallus gallus,7/1/2005,1,(DA/LKS),SBWR,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
Red Junglefowl,Gallus gallus,28/1/2005,1,(LKS),Kranji Nature,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
Red Junglefowl,Gallus gallus,20/2/2005,2,(DAH/LKS),Pulau Ubin,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
Red Junglefowl,Gallus gallus,26/2/2005,16,(AF/LKS),Pulau Ubin,"1 male seen at the outdoor classroom at SBWR, 7/1 (DA/LKS). Another male seen on a bund at Kranji  Nature Trail, 28/1 (LKS).   Singapore Avifauna Volume 19 No. 1 At Pulau Ubin, | pair was seen on 20/2 (DAH/LKS) and 2 parties of 8 adults (3 males, 7 females) seen on  26/2 (AF/LKS). Both encounters happened in abandoned rubber plantation."
Coconut Lorikeet,Trichoglossus haematodus,4/2/2005,4,(LKS),Dairy Farm Quarry,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
Coconut Lorikeet,Trichoglossus haematodus,26/2/2005,12,(LKS),Botanic Gardens,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
Coconut Lorikeet,Trichoglossus haematodus,28/2/2005,3,(LKS),Botanic Gardens,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
Coconut Lorikeet,Trichoglossus haematodus,7/2/2005,1,(AF/LKS),Botanic Gardens,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
Coconut Lorikeet,Trichoglossus haematodus,18/2/2005,2,(LKS),Dairy Farm Road,"4 seen at Dairy Farm Quarry, 4/] (LKS).  At Botanic Gardens, 12 were seen on 4/2 (LKS), 3 on 26/2 (LKS) and 1 on 28/2 (AF/LKS). Other sightings included 2 seen flying over Dairy Farm Road, !7/2 (LKS) and 1 over Lower Seletar Dam, 18/2 (LKS)."
Great Cormorant,Phalacrocorax carbo,28/1/2005,2,(LKS),Sungei Mandai,"1 adult and 1 juvenile seen at Sungei Mandai, 28/1 (LKS).  2 at Kranji Dam, 28/2 (AF/LKS)."
Great Cormorant,Phalacrocorax carbo,28/2/2005,2,(AF/LKS),Kranji Dam,"1 adult and 1 juvenile seen at Sungei Mandai, 28/1 (LKS).  2 at Kranji Dam, 28/2 (AF/LKS)."
Painted Stork,Mycteria leucocephala,7/1/2005,9,(DA/LKS),SBWR,"9, including a juvenile, at SBWR, 7/1 (DA/LKS)."
Milky Stork,Mycteria cinerea,7/1/2005,15,(DA/LKS),SBWR,"15, including a juvenile, at SBWR, 7/1 (DA/LKS)."
Pin-tailed Whydah,Vidua macroura,30/1/2005,1,(LKS),Punggol,"1 male seen at Punggol, 30/1 (LKS)."
White-bellied Woodpecker,Dryocopus javensis,21/1/2005,1,(YDL),Bunker,"1 female at Bunker Track, 21/1 (YDL).  1 seen at Ridge Trail, PFR, 21/2 (DAH/LKS)."
White-bellied Woodpecker,Dryocopus javensis,21/2/2005,1,(DAH/LKS),PFR,"1 female at Bunker Track, 21/1 (YDL).  1 seen at Ridge Trail, PFR, 21/2 (DAH/LKS)."
Maroon Woodpecker,Blythipicus rubiginosus,30/1/2005,1,(YDL),PFR,"1 seen at Ridge Trail, PFR, 30/1 (YDL).  1 seen at Ridge Trail, 20/2 (YDL)."
Maroon Woodpecker,Blythipicus rubiginosus,20/2/2005,1,(YDL),Ridge Trail,"1 seen at Ridge Trail, PFR, 30/1 (YDL).  1 seen at Ridge Trail, 20/2 (YDL)."
Buff-necked Woodpecker,Meiglyptes tukki,30/1/2005,2,(YDL),Ridge Trail,"2 seen feeding on ants on a low tree at Ridge Trail, 30/1 (YDL)."
Gray-and-buff Woodpecker,Hemicircus concretus,30/1/2005,1,(YDL),Ridge Trail,"1 seen with Hairy-backed Bulbuls at Ridge Trail, 30/1 (YDL)."
Red-crowned Barbet,Psilopogon rafflesii,30/1/2005,1,(YDL),Ridge Trail,"1 seen perched on a bare tree at Ridge Trail, 30/1 (YDL).   ] heard close at Nee Soon, 8/3 (LKS), 1 heard at the summit of Bukit Timah, 12/3 (LKS) and 1 seen and 2 heard at Sime Road on 27/3 (LKS).  -24-   Singapore Avifauna Volume 19 No. 1"
Red-crowned Barbet,Psilopogon rafflesii,8/3/2005,1,(LKS),Nee Soon,"1 seen perched on a bare tree at Ridge Trail, 30/1 (YDL).   ] heard close at Nee Soon, 8/3 (LKS), 1 heard at the summit of Bukit Timah, 12/3 (LKS) and 1 seen and 2 heard at Sime Road on 27/3 (LKS).  -24-   Singapore Avifauna Volume 19 No. 1"
Red-crowned Barbet,Psilopogon rafflesii,12/3/2005,1,(LKS),Bukit Timah,"1 seen perched on a bare tree at Ridge Trail, 30/1 (YDL).   ] heard close at Nee Soon, 8/3 (LKS), 1 heard at the summit of Bukit Timah, 12/3 (LKS) and 1 seen and 2 heard at Sime Road on 27/3 (LKS).  -24-   Singapore Avifauna Volume 19 No. 1"
Red-crowned Barbet,Psilopogon rafflesii,27/3/2005,3,(LKS),Sime Road,"1 seen perched on a bare tree at Ridge Trail, 30/1 (YDL).   ] heard close at Nee Soon, 8/3 (LKS), 1 heard at the summit of Bukit Timah, 12/3 (LKS) and 1 seen and 2 heard at Sime Road on 27/3 (LKS).  -24-   Singapore Avifauna Volume 19 No. 1"
Yellow-crowned Barbet,Psilopogon henricii,30/1/2005,1,(YDL),Ridge Trail,"1 seen in a tree and later also seen in flight at Ridge Trail, 30/1 (YDL)."
Rhinoceros Hornbill,Buceros rhinoceros,16/1/2005,1,(YDL),Bunker Track,"1 over Bunker Track, 16/1 (YDL) and 1 seen in flight at Ridge Trail, 30/1 (YDL)."
Rhinoceros Hornbill,Buceros rhinoceros,30/1/2005,1,(YDL),Ridge Trail,"1 over Bunker Track, 16/1 (YDL) and 1 seen in flight at Ridge Trail, 30/1 (YDL)."
Bushy-crested Hornbill,Anorrhinus galeritus,30/1/2005,2,(YDL),Ridge Trail,"2 heard at Ridge Trail, 30/1 (YDL)."
Wreathed Hornbill,Rhyticeros undulatus,30/1/2005,1,(YDL),Ridge Trail,"1 suddenly flushed from a tree and briefly seen in flight at Ridge Trail, 30/1! (YDL)."
Red-naped Trogon,Harpactes kasumba,16/1/2005,1,(YDL),Ridge Trail,"1 female at Ridge Trail, 16/1 (YDL) and | immature male at Bunker Track, 21/1 (YDL)."
Red-naped Trogon,Harpactes kasumba,21/1/2005,1,(YDL),Bunker,"1 female at Ridge Trail, 16/1 (YDL) and | immature male at Bunker Track, 21/1 (YDL)."
Diard's Trogon,Harpactes diardii,21/1/2005,1,(YDL),Km Trail,"| heard at Km 248 Trail, 21/1 (YDL).   Singapore Avifauna Volume 19 No. 1"
Cinnamon-rumped Trogon,Harpactes orrhophaeus,21/1/2005,1,(YDL),Bunker,"| silent male perched 2 m over a stream at Bunker Track, 21/1 (YDL). Another seen perching low by the roadside at Ridge Trail, 30/1 (YDL) among resam for a 10 minutes, doing nothing but blinking its eye  every I-2 mins."
Cinnamon-rumped Trogon,Harpactes orrhophaeus,30/1/2005,1,(YDL),Ridge Trail,"| silent male perched 2 m over a stream at Bunker Track, 21/1 (YDL). Another seen perching low by the roadside at Ridge Trail, 30/1 (YDL) among resam for a 10 minutes, doing nothing but blinking its eye  every I-2 mins."
Scarlet-rumped Trogon,Harpactes duvaucelii,16/1/2005,1,(YDL),Bunker,"1 male at Bunker Track, 16/1 (YDL).  1 heard at Ridge Trail, 21/2 (DAH/LKS)."
Scarlet-rumped Trogon,Harpactes duvaucelii,21/2/2005,1,(DAH/LKS),Ridge Trail,"1 male at Bunker Track, 16/1 (YDL).  1 heard at Ridge Trail, 21/2 (DAH/LKS)."
Stork-billed Kingfisher,Pelargopsis capensis,16/1/2005,1,(YDL),Sungei Mupur,"! at Sungei Mupur, 16/1 (YDL)."
Violet Cuckoo,Chrysococcyx xanthorhynchus,30/1/2005,1,(YDL),Ridge Trail,"| perched up a high tree at Ridge Trail, 30/1 (YDL).  1 heard at BTNR, 12/3 (LKS) and | heard at MacRitchie Reservoir, 27/3 (LKS). 1 male seen at the summit  of Bukit Timah, 30/3 (LKS)."
Violet Cuckoo,Chrysococcyx xanthorhynchus,12/3/2005,1,(LKS),BTNR,"| perched up a high tree at Ridge Trail, 30/1 (YDL).  1 heard at BTNR, 12/3 (LKS) and | heard at MacRitchie Reservoir, 27/3 (LKS). 1 male seen at the summit  of Bukit Timah, 30/3 (LKS)."
Violet Cuckoo,Chrysococcyx xanthorhynchus,27/3/2005,1,(LKS),MacRitchie,"| perched up a high tree at Ridge Trail, 30/1 (YDL).  1 heard at BTNR, 12/3 (LKS) and | heard at MacRitchie Reservoir, 27/3 (LKS). 1 male seen at the summit  of Bukit Timah, 30/3 (LKS)."
Violet Cuckoo,Chrysococcyx xanthorhynchus,30/3/2005,1,(LKS),Bukit Timah,"| perched up a high tree at Ridge Trail, 30/1 (YDL).  1 heard at BTNR, 12/3 (LKS) and | heard at MacRitchie Reservoir, 27/3 (LKS). 1 male seen at the summit  of Bukit Timah, 30/3 (LKS)."
Raffles's Malkoha,Rhinortha chlorophaea,30/1/2005,2,(YDL),Ridge,"2 seen foraging amongst bulbuls and a pair of Chestnut-breasted Malkohas at Ridge T: rail, 30/1 (YDL).  1 female seen at Ridge Trail, 21/2 (DAH/LKS)."
Raffles's Malkoha,Rhinortha chlorophaea,21/2/2005,1,(DAH/LKS),Ridge Trail,"2 seen foraging amongst bulbuls and a pair of Chestnut-breasted Malkohas at Ridge T: rail, 30/1 (YDL).  1 female seen at Ridge Trail, 21/2 (DAH/LKS)."
Blue-rumped Parrot,Psittinus cyanurus,21/1/2005,6,(YDL),Km Trail,"6 vocal birds seen in flight over Km 226 Trail, 21/1 (YDL).  1 heard at Sime Road, 28/2 (LKS).  10 scen at Ridge Trail, 21/2 (DAH/LKS).  4 seen chasing each other around at the summit of Bukit Timah, 12/3 (LKS).  -25-   Singapore Avifauna Volume 19 No. |"
Blue-rumped Parrot,Psittinus cyanurus,28/2/2005,1,(LKS),Sime Road,"6 vocal birds seen in flight over Km 226 Trail, 21/1 (YDL).  1 heard at Sime Road, 28/2 (LKS).  10 scen at Ridge Trail, 21/2 (DAH/LKS).  4 seen chasing each other around at the summit of Bukit Timah, 12/3 (LKS).  -25-   Singapore Avifauna Volume 19 No. |"
Blue-rumped Parrot,Psittinus cyanurus,21/2/2005,10,(DAH/LKS),Ridge Trail,"6 vocal birds seen in flight over Km 226 Trail, 21/1 (YDL).  1 heard at Sime Road, 28/2 (LKS).  10 scen at Ridge Trail, 21/2 (DAH/LKS).  4 seen chasing each other around at the summit of Bukit Timah, 12/3 (LKS).  -25-   Singapore Avifauna Volume 19 No. |"
Blue-rumped Parrot,Psittinus cyanurus,12/3/2005,4,(LKS),Bukit Timah,"6 vocal birds seen in flight over Km 226 Trail, 21/1 (YDL).  1 heard at Sime Road, 28/2 (LKS).  10 scen at Ridge Trail, 21/2 (DAH/LKS).  4 seen chasing each other around at the summit of Bukit Timah, 12/3 (LKS).  -25-   Singapore Avifauna Volume 19 No. |"
Long-tailed Parakeet,Psittacula longicauda,16/1/2005,1,(YDL),Hutan Lipur Panti,"1 at Hutan Lipur Panti, 16/1 (YDL)."
Gray-rumped Treeswift,Hemiprocne longipennis,30/1/2005,5,(YDL),Ridge Trail,"5 seen at Ridge Trail, 30/1 (YDL).  | at Dairy Farm Road, 17/2 (LKS) and 8 on a tree at Botanic Gardens, 26/2 (LKS)."
Gray-rumped Treeswift,Hemiprocne longipennis,17/2/2005,1,(LKS),Dairy Farm Road,"5 seen at Ridge Trail, 30/1 (YDL).  | at Dairy Farm Road, 17/2 (LKS) and 8 on a tree at Botanic Gardens, 26/2 (LKS)."
Gray-rumped Treeswift,Hemiprocne longipennis,26/2/2005,8,(LKS),Botanic Gardens,"5 seen at Ridge Trail, 30/1 (YDL).  | at Dairy Farm Road, 17/2 (LKS) and 8 on a tree at Botanic Gardens, 26/2 (LKS)."
Black Kite,Milvus migrans,16/1/2005,1,(DA/AC/HBS/NK/LY/LKS/TPL),Kukup Laut,"1 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).  1 seen soaring at Punggol, 20/2 (AC/KK/AOY/SSL).  1 at Bukit Batok West, 27/3 (WC)."
Black Kite,Milvus migrans,20/2/2005,1,(AC/KK/AOY/SSL),Punggol,"1 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).  1 seen soaring at Punggol, 20/2 (AC/KK/AOY/SSL).  1 at Bukit Batok West, 27/3 (WC)."
Black Kite,Milvus migrans,27/3/2005,1,(WC),Bukit Batok West,"1 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).  1 seen soaring at Punggol, 20/2 (AC/KK/AOY/SSL).  1 at Bukit Batok West, 27/3 (WC)."
Chinese Egret,Egretta eulophotes,16/1/2005,6,(DA/AC/HBS/NK/LY/LKS/TPL),Kukup Laut,"6 winter seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL)."
Chinese Pond-Heron,Ardeola bacchus,16/1/2005,4,(DA/AC/HBS/NK/LY/LKS/TPL),Kukup Laut,"4 winter at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).  -10-   Singapore Avifauna Volume 19 No. 1"
Lesser Adjutant,Leptoptilos javanicus,16/1/2005,5,(DA/AC/HBS/NK/LY/LKS/TPL),Kukup Laut,"4 at Kukup Laut and | at Pulau Kukup, both on 16/1 (DA/AC/HBS/NK/LY/LKS/TPL)."
Giant Pitta,Hydrornis caeruleus,30/1/2005,1,(YDL),Ridge Trail,"I heard at Ridge Trail, 30/1 (YDL)."
Garnet Pitta,Erythropitta granatina,16/1/2005,1,(YDL),Bunker,"1 heard and seen at Bunker Track, 16/1 (YDL)."
Black-and-yellow Broadbill,Eurylaimus ochromalus,30/1/2005,3,(YDL),Ridge Trail,"A flock of 3 birds seen at Ridge Trail, 30/1 (YDL)."
Malaysian Rail-babbler,Eupetes macrocerus,16/1/2005,2,(YDL),Bunker Track,"Singles heard at Ridge Trail and Bunker Track, both on 16/1 (YDL)."
Crested Shrikejay,Platylophus galericulatus,21/1/2005,1,(YDL),Km,"1 seen perched 2 m above ground, at Km 248 trail, 21/1 (YDL)."
Dark-throated Oriole,Oriolus xanthonotus,30/1/2005,2,(YDL),Ridge Trail,"2 seen in a mixed flock with minivets at Ridge Trail, 30/1 (YDL)."
Indian Paradise-Flycatcher,Terpsiphone paradisi,21/1/2005,1,(YDL),Bunker,"A long-tail rufous morph bird seen at Bunker Track, 21/1 (YDL)."
Large Woodshrike,Tephrodornis virgatus,30/1/2005,6,(YDL),Ridge Trail,"A sluggish flock of 6 birds seen at Ridge Trail, 30/1 (YDL). The birds were observed to “have a tendency  to stay perched at a same position for long and (were) not particularly active.”  2 seen at Bunker Track, 20/2 (YDL)."
Large Woodshrike,Tephrodornis virgatus,20/2/2005,2,(YDL),Bunker,"A sluggish flock of 6 birds seen at Ridge Trail, 30/1 (YDL). The birds were observed to “have a tendency  to stay perched at a same position for long and (were) not particularly active.”  2 seen at Bunker Track, 20/2 (YDL)."
Gray-chested Jungle-Flycatcher,Cyornis umbratilis,16/1/2005,1,(YDL),Bunker,"1 heard and seen at Bunker Track, 16/1 (YDL)."
Yellow-rumped Flycatcher,Ficedula zanthopygia,21/1/2005,1,(YDL),Km,"1 male in breeding plumage seen at Km 226 trail, 21/1 (YDL)."
Rufous-tailed Shama,Copsychus pyrropygus,16/1/2005,1,(YDL),Bunker,"1 seen, alarmed and agitated by a noisy group of Grey-headed Babblers, perched | feet above ground and fanning tail, at Bunker Track, 16/1 (YDL)."
Gray-bellied Bulbul,Rubigula cyaniventris,16/1/2005,2,(YDL),Ridge Trail,"2 seen feeding on roadside Macaranga at Ridge Trail, 16/1 (YDL).  2 at Ridge Trail, 21/2 (DAH/LKS)."
Gray-bellied Bulbul,Rubigula cyaniventris,21/2/2005,2,(DAH/LKS),Ridge Trail,"2 seen feeding on roadside Macaranga at Ridge Trail, 16/1 (YDL).  2 at Ridge Trail, 21/2 (DAH/LKS)."
Puff-backed Bulbul,Brachypodius eutilotus,30/1/2005,2,(YDL),Ridge Trail,"2 seen feeding on fruits at Ridge Trail, 30/1 (YDL)."
Finsch's Bulbul,Alophoixus finschii,30/1/2005,2,(YDL),Ridge Trail,"2 seen at Ridge Trail, 30/1 (YDL).  -ll-   Singapore Avifauna Volume 19 No. 1"
White-chested Babbler,Pellorneum rostratum,21/1/2005,2,(YDL),Km,"2 heard at Km 226 trail, 21/1 (YDL)."
Ferruginous Babbler,Pellorneum bicolor,16/1/2005,1,(YDL),Bunker,"1 seen in a mixed babbler wave at Bunker with Grey-headed (3) and Moustached (3) and Chestnut-rumped  Babblers (2) at Bunker Track, 16/1 (YDL)."
Sooty-capped Babbler,Malacopteron affine,21/1/2005,1,(YDL),Km,"1 lone bird seen foraging 6 m up a tree in swampy forest at Km 226 trail, 21/1 (YDL) and  a flock of 5 seen in simpoh at Ridge Trail, 30/1 (YDL)."
Sooty-capped Babbler,Malacopteron affine,30/1/2005,5,(YDL),Ridge Trail,"1 lone bird seen foraging 6 m up a tree in swampy forest at Km 226 trail, 21/1 (YDL) and  a flock of 5 seen in simpoh at Ridge Trail, 30/1 (YDL)."
Rufous-crowned Babbler,Malacopteron magnum,21/1/2005,4,(YDL),Bunker Track,"4 birds in a group in Bunker Track, 21/1 (YDL)."
Rufous-fronted Babbler,Cyanoderma rufifrons,21/1/2005,1,(YDL),Bunker,"1 seen in a wave mingling with ioras, flycatchers and other babblers at Bunker Track, 21/1 (YDL). 1 seen  responding strongly to call imitation at Ridge Trail, 30/1 (YDL)."
Rufous-fronted Babbler,Cyanoderma rufifrons,30/1/2005,1,(YDL),Ridge Trail,"1 seen in a wave mingling with ioras, flycatchers and other babblers at Bunker Track, 21/1 (YDL). 1 seen  responding strongly to call imitation at Ridge Trail, 30/1 (YDL)."
Black-throated Babbler,Stachyris nigricollis,21/1/2005,5,(YDL),Km,"2 heard and 3 seen at Km 226 trail, 21/1 (YDL)."
Red-throated Sunbird,Anthreptes rhodolaemus,30/1/2005,1,(YDL),Ridge Trail,"1 feeding on flowers at Ridge Trail, 30/1 (YDL).  | male at Ridge Trail, 21/2 (DAH/LKS)."
Red-throated Sunbird,Anthreptes rhodolaemus,21/2/2005,1,(DAH/LKS),Ridge Trail,"1 feeding on flowers at Ridge Trail, 30/1 (YDL).  | male at Ridge Trail, 21/2 (DAH/LKS)."
Wandering Whistling-Duck,Dendrocygna arcuata,13/2/2005,4,(LKS),Marina City Park,"At Marina City Park, 4 were seen on 13/2 (LKS) and 2 on 15/2 (LKS/YDL)."
Wandering Whistling-Duck,Dendrocygna arcuata,15/2/2005,2,(LKS/YDL),Marina City Park,"At Marina City Park, 4 were seen on 13/2 (LKS) and 2 on 15/2 (LKS/YDL)."
Lesser Whistling-Duck,Dendrocygna javanica,4/2/2005,4,(LKS),Symphony Lake,"At Symphony Lake, Botanic Gardens, 4 were seen on 4/2 (LKS), 2 on 52 (SA/LKS/LWH/LWX), 2 on  26/2 (LKS) and 5 on 28/2 (AF/LKS). At Marina City Park, 2 were seen on 13/2 (LKS), 5 on 15/2 (LKS/YDL) and only 1 on 21/2 (DAH/LKS). This was due to the on-going drought lowering the water level in the main pond. See also Nesting Report below."
Lesser Whistling-Duck,Dendrocygna javanica,26/2/2005,2,(SA/LKS/LWH/LWX),Symphony Lake,"At Symphony Lake, Botanic Gardens, 4 were seen on 4/2 (LKS), 2 on 52 (SA/LKS/LWH/LWX), 2 on  26/2 (LKS) and 5 on 28/2 (AF/LKS). At Marina City Park, 2 were seen on 13/2 (LKS), 5 on 15/2 (LKS/YDL) and only 1 on 21/2 (DAH/LKS). This was due to the on-going drought lowering the water level in the main pond. See also Nesting Report below."
Lesser Whistling-Duck,Dendrocygna javanica,28/2/2005,2,(LKS),Symphony Lake,"At Symphony Lake, Botanic Gardens, 4 were seen on 4/2 (LKS), 2 on 52 (SA/LKS/LWH/LWX), 2 on  26/2 (LKS) and 5 on 28/2 (AF/LKS). At Marina City Park, 2 were seen on 13/2 (LKS), 5 on 15/2 (LKS/YDL) and only 1 on 21/2 (DAH/LKS). This was due to the on-going drought lowering the water level in the main pond. See also Nesting Report below."
Lesser Whistling-Duck,Dendrocygna javanica,13/2/2005,5,(AF/LKS),Symphony Lake,"At Symphony Lake, Botanic Gardens, 4 were seen on 4/2 (LKS), 2 on 52 (SA/LKS/LWH/LWX), 2 on  26/2 (LKS) and 5 on 28/2 (AF/LKS). At Marina City Park, 2 were seen on 13/2 (LKS), 5 on 15/2 (LKS/YDL) and only 1 on 21/2 (DAH/LKS). This was due to the on-going drought lowering the water level in the main pond. See also Nesting Report below."
Lesser Whistling-Duck,Dendrocygna javanica,15/2/2005,2,(LKS),Marina City Park,"At Symphony Lake, Botanic Gardens, 4 were seen on 4/2 (LKS), 2 on 52 (SA/LKS/LWH/LWX), 2 on  26/2 (LKS) and 5 on 28/2 (AF/LKS). At Marina City Park, 2 were seen on 13/2 (LKS), 5 on 15/2 (LKS/YDL) and only 1 on 21/2 (DAH/LKS). This was due to the on-going drought lowering the water level in the main pond. See also Nesting Report below."
Lesser Whistling-Duck,Dendrocygna javanica,21/2/2005,5,(LKS/YDL),Marina City Park,"At Symphony Lake, Botanic Gardens, 4 were seen on 4/2 (LKS), 2 on 52 (SA/LKS/LWH/LWX), 2 on  26/2 (LKS) and 5 on 28/2 (AF/LKS). At Marina City Park, 2 were seen on 13/2 (LKS), 5 on 15/2 (LKS/YDL) and only 1 on 21/2 (DAH/LKS). This was due to the on-going drought lowering the water level in the main pond. See also Nesting Report below."
Barred Buttonquail,Turnix suscitator,13/2/2005,2,(AC),Punggol Seventeenth Avernue,"1 pair seen feeding on a patch of open ground at Punggol Seventeenth Avernue, 13/2 (AC)."
